ID,Año del hecho,Sexo de la victima,Grupo de edad de la victima,Mes del hecho,Dia del hecho,Departamento del hecho DANE,Municipio del hecho DANE,Lesion fatal de causa externa,Estado
233,2017,Hombre,(50 a 54),enero,sábado,Córdoba,Cereté,Violenta - Muertes accidentales,Datos definitivos
234,2017,Hombre,(18 a 19),enero,lunes,Tolima,Chaparral,Violenta - Muertes accidentales,Datos definitivos
235,2017,Hombre,(25 a 29),marzo,domingo,Tolima,Chaparral,Violenta - Muertes accidentales,Datos definitivos
236,2017,Hombre,(15 a 17),enero,martes,Tolima,Ortega,Violenta - Muertes accidentales,Datos definitivos
237,2017,Hombre,(25 a 29),febrero,lunes,Caldas,Anserma,Violenta - Muertes accidentales,Datos definitivos
238,2017,Hombre,(55 a 59),marzo,miércoles,Caldas,Chinchiná,Violenta - Muertes accidentales,Datos definitivos
239,2017,Hombre,(70 a 74),marzo,lunes,Caldas,Chinchiná,Violenta - Muertes accidentales,Datos definitivos
240,2017,Hombre,(40 a 44),abril,domingo,Boyacá,Maripí,Violenta - Muertes accidentales,Datos definitivos
241,2017,Hombre,(20 a 24),enero,domingo,Cesar,El Paso,Violenta - Muertes accidentales,Datos definitivos
242,2017,Mujer,(80 y más),enero,lunes,Cesar,Chiriguaná,Violenta - Muertes accidentales,Datos definitivos
243,2017,Mujer,(25 a 29),abril,martes,Cesar,La Jagua de Ibirico,Violenta - Muertes accidentales,Datos definitivos
244,2017,Hombre,(55 a 59),abril,sábado,Norte de Santander,El Carmen,Violenta - Muertes accidentales,Datos definitivos
245,2017,Hombre,(35 a 39),abril,sábado,Norte de Santander,El Carmen,Violenta - Muertes accidentales,Datos definitivos
246,2017,Hombre,(20 a 24),enero,lunes,Cundinamarca,Villapinzón,Violenta - Muertes accidentales,Datos definitivos
247,2017,Hombre,(05 a 09),marzo,viernes,Magdalena,Ciénaga,Violenta - Muertes accidentales,Datos definitivos
248,2017,Hombre,(18 a 19),abril,martes,Magdalena,Zona Bananera,Violenta - Muertes accidentales,Datos definitivos
249,2017,Hombre,(50 a 54),abril,martes,Magdalena,Ciénaga,Violenta - Muertes accidentales,Datos definitivos
250,2017,Mujer,(00 a 04),enero,miércoles,Santander,Cimitarra,Violenta - Muertes accidentales,Datos definitivos
251,2017,Hombre,(25 a 29),enero,lunes,Santander,Landázuri,Violenta - Muertes accidentales,Datos definitivos
252,2017,Hombre,(20 a 24),enero,domingo,Santander,El Peñón,Violenta - Muertes accidentales,Datos definitivos
253,2017,Hombre,(75 a 79),febrero,domingo,Santander,Landázuri,Violenta - Muertes accidentales,Datos definitivos
254,2017,Mujer,(55 a 59),marzo,martes,Santander,El Peñón,Violenta - Muertes accidentales,Datos definitivos
255,2017,Hombre,(40 a 44),marzo,domingo,Antioquia,Ciudad Bolívar,Violenta - Muertes accidentales,Datos definitivos
256,2017,Mujer,(00 a 04),enero,domingo,Cesar,Becerril,Violenta - Muertes accidentales,Datos definitivos
257,2017,Hombre,(55 a 59),febrero,viernes,Cesar,Agustín Codazzi,Violenta - Muertes accidentales,Datos definitivos
258,2017,Mujer,(00 a 04),abril,viernes,Cesar,Becerril,Violenta - Muertes accidentales,Datos definitivos
259,2017,Hombre,(35 a 39),febrero,martes,Putumayo,Santiago,Violenta - Muertes accidentales,Datos definitivos
260,2017,Hombre,(80 y más),marzo,martes,Antioquia,Concordia,Violenta - Muertes accidentales,Datos definitivos
261,2017,Hombre,(55 a 59),febrero,domingo,Antioquia,Copacabana,Violenta - Muertes accidentales,Datos definitivos
262,2017,Hombre,(05 a 09),enero,domingo,Arauca,Saravena,Violenta - Muertes accidentales,Datos definitivos
263,2017,Hombre,(20 a 24),enero,sábado,Norte de Santander,Tibú,Violenta - Muertes accidentales,Datos definitivos
264,2017,Hombre,(30 a 34),enero,domingo,Norte de Santander,Tibú,Violenta - Muertes accidentales,Datos definitivos
265,2017,Hombre,(65 a 69),enero,martes,Norte de Santander,Durania,Violenta - Muertes accidentales,Datos definitivos
266,2017,Hombre,(15 a 17),enero,viernes,Arauca,Arauquita,Violenta - Muertes accidentales,Datos definitivos
267,2017,Hombre,(50 a 54),enero,lunes,Norte de Santander,Cúcuta,Violenta - Muertes accidentales,Datos definitivos
268,2017,Mujer,(15 a 17),enero,sábado,Arauca,Saravena,Violenta - Muertes accidentales,Datos definitivos
269,2017,Hombre,(15 a 17),febrero,domingo,Norte de Santander,Los Patios,Violenta - Muertes accidentales,Datos definitivos
270,2017,Hombre,(45 a 49),febrero,miércoles,Norte de Santander,Tibú,Violenta - Muertes accidentales,Datos definitivos
271,2017,Mujer,(05 a 09),febrero,domingo,Norte de Santander,Sardinata,Violenta - Muertes accidentales,Datos definitivos
272,2017,Mujer,(05 a 09),febrero,jueves,Norte de Santander,Cúcuta,Violenta - Muertes accidentales,Datos definitivos
273,2017,Hombre,(00 a 04),febrero,jueves,Norte de Santander,Cúcuta,Violenta - Muertes accidentales,Datos definitivos
274,2017,Hombre,(60 a 64),febrero,domingo,Norte de Santander,Pamplona,Violenta - Muertes accidentales,Datos definitivos
275,2017,Hombre,(50 a 54),abril,miércoles,Norte de Santander,San Cayetano,Violenta - Muertes accidentales,Datos definitivos
276,2017,Hombre,(35 a 39),marzo,sábado,Norte de Santander,Cúcuta,Violenta - Muertes accidentales,Datos definitivos
277,2017,Hombre,(40 a 44),marzo,lunes,Norte de Santander,Cúcuta,Violenta - Muertes accidentales,Datos definitivos
278,2017,Hombre,(80 y más),marzo,lunes,Norte de Santander,Cúcuta,Violenta - Muertes accidentales,Datos definitivos
279,2017,Hombre,(20 a 24),marzo,jueves,Norte de Santander,Cúcuta,Violenta - Muertes accidentales,Datos definitivos
280,2017,Hombre,(00 a 04),marzo,lunes,Norte de Santander,Cúcuta,Violenta - Muertes accidentales,Datos definitivos
281,2017,Hombre,(45 a 49),marzo,domingo,Norte de Santander,Cúcuta,Violenta - Muertes accidentales,Datos definitivos
282,2017,Hombre,(30 a 34),marzo,jueves,Norte de Santander,Cúcuta,Violenta - Muertes accidentales,Datos definitivos
283,2017,Hombre,(25 a 29),marzo,jueves,Norte de Santander,Sardinata,Violenta - Muertes accidentales,Datos definitivos
284,2017,Hombre,(35 a 39),marzo,martes,Norte de Santander,Cúcuta,Violenta - Muertes accidentales,Datos definitivos
285,2017,Hombre,(30 a 34),abril,jueves,Norte de Santander,Cúcuta,Violenta - Muertes accidentales,Datos definitivos
286,2017,Hombre,(00 a 04),abril,miércoles,Norte de Santander,Cúcuta,Violenta - Muertes accidentales,Datos definitivos
287,2017,Hombre,(35 a 39),abril,jueves,Norte de Santander,Cúcuta,Violenta - Muertes accidentales,Datos definitivos
288,2017,Hombre,(45 a 49),abril,martes,Norte de Santander,Bucarasica,Violenta - Muertes accidentales,Datos definitivos
289,2017,Hombre,(65 a 69),abril,viernes,Norte de Santander,Cúcuta,Violenta - Muertes accidentales,Datos definitivos
290,2017,Hombre,(60 a 64),enero,sábado,Norte de Santander,Tibú,Violenta - Muertes accidentales,Datos definitivos
291,2017,Hombre,(30 a 34),febrero,martes,Norte de Santander,Tibú,Violenta - Muertes accidentales,Datos definitivos
292,2017,Hombre,(18 a 19),enero,miércoles,Cundinamarca,Junín,Violenta - Muertes accidentales,Datos definitivos
293,2017,Hombre,(55 a 59),enero,viernes,Caquetá,Solano,Violenta - Muertes accidentales,Datos definitivos
294,2017,Hombre,(18 a 19),febrero,miércoles,Antioquia,Carepa,Violenta - Muertes accidentales,Datos definitivos
295,2017,Hombre,(40 a 44),marzo,sábado,Antioquia,Cáceres,Violenta - Muertes accidentales,Datos definitivos
296,2017,Hombre,(30 a 34),marzo,sábado,Antioquia,Cáceres,Violenta - Muertes accidentales,Datos definitivos
297,2017,Hombre,(00 a 04),marzo,lunes,Antioquia,Cáceres,Violenta - Muertes accidentales,Datos definitivos
298,2017,Hombre,(50 a 54),abril,domingo,Antioquia,Cáceres,Violenta - Muertes accidentales,Datos definitivos
299,2017,Hombre,(30 a 34),enero,domingo,Boyacá,Belén,Violenta - Muertes accidentales,Datos definitivos
300,2017,Hombre,(15 a 17),enero,jueves,Boyacá,Belén,Violenta - Muertes accidentales,Datos definitivos
301,2017,Hombre,(50 a 54),enero,jueves,Boyacá,Boavita,Violenta - Muertes accidentales,Datos definitivos
302,2017,Hombre,(25 a 29),enero,domingo,Boyacá,Tibasosa,Violenta - Muertes accidentales,Datos definitivos
303,2017,Hombre,(30 a 34),enero,sábado,Boyacá,Duitama,Violenta - Muertes accidentales,Datos definitivos
304,2017,Hombre,(60 a 64),enero,domingo,Boyacá,Duitama,Violenta - Muertes accidentales,Datos definitivos
305,2017,Hombre,(50 a 54),febrero,sábado,Boyacá,Socha,Violenta - Muertes accidentales,Datos definitivos
306,2017,Hombre,(25 a 29),febrero,sábado,Boyacá,Paz de Río,Violenta - Muertes accidentales,Datos definitivos
307,2017,Hombre,(25 a 29),marzo,miércoles,Boyacá,Jericó,Violenta - Muertes accidentales,Datos definitivos
308,2017,Hombre,(05 a 09),marzo,martes,Boyacá,Betéitiva,Violenta - Muertes accidentales,Datos definitivos
309,2017,Hombre,(40 a 44),abril,viernes,Boyacá,Santa Rosa de Viterbo,Violenta - Muertes accidentales,Datos definitivos
310,2017,Hombre,(30 a 34),abril,miércoles,Boyacá,Socotá,Violenta - Muertes accidentales,Datos definitivos
311,2017,Mujer,(70 a 74),marzo,sábado,Antioquia,El Bagre,Violenta - Muertes accidentales,Datos definitivos
312,2017,Mujer,(00 a 04),marzo,martes,Antioquia,El Bagre,Violenta - Muertes accidentales,Datos definitivos
313,2017,Hombre,(40 a 44),febrero,sábado,Bolívar,San Martín de Loba,Violenta - Muertes accidentales,Datos definitivos
314,2017,Hombre,(18 a 19),febrero,domingo,Magdalena,El Banco,Violenta - Muertes accidentales,Datos definitivos
315,2017,Hombre,(20 a 24),febrero,martes,Magdalena,Guamal,Violenta - Muertes accidentales,Datos definitivos
316,2017,Mujer,(00 a 04),febrero,domingo,Magdalena,Guamal,Violenta - Muertes accidentales,Datos definitivos
317,2017,Mujer,(55 a 59),abril,viernes,Magdalena,Guamal,Violenta - Muertes accidentales,Datos definitivos
318,2017,Hombre,(15 a 17),abril,lunes,Magdalena,El Banco,Violenta - Muertes accidentales,Datos definitivos
319,2017,Mujer,(60 a 64),enero,lunes,Antioquia,Fredonia,Violenta - Muertes accidentales,Datos definitivos
320,2017,Hombre,(55 a 59),enero,jueves,Antioquia,Envigado,Violenta - Muertes accidentales,Datos definitivos
321,2017,Hombre,(50 a 54),enero,viernes,Antioquia,Envigado,Violenta - Muertes accidentales,Datos definitivos
322,2017,Hombre,(70 a 74),marzo,lunes,Antioquia,Envigado,Violenta - Muertes accidentales,Datos definitivos
323,2017,Mujer,(55 a 59),abril,miércoles,Antioquia,Envigado,Violenta - Muertes accidentales,Datos definitivos
324,2017,Hombre,(25 a 29),abril,miércoles,Antioquia,Envigado,Violenta - Muertes accidentales,Datos definitivos
325,2017,Hombre,(00 a 04),febrero,martes,Tolima,Cunday,Violenta - Muertes accidentales,Datos definitivos
326,2017,Hombre,(00 a 04),febrero,lunes,Tolima,Espinal,Violenta - Muertes accidentales,Datos definitivos
327,2017,Mujer,(80 y más),marzo,viernes,Tolima,Espinal,Violenta - Muertes accidentales,Datos definitivos
328,2017,Hombre,(20 a 24),abril,viernes,Tolima,Melgar,Violenta - Muertes accidentales,Datos definitivos
329,2017,Hombre,(35 a 39),enero,domingo,Tolima,Saldaña,Violenta - Muertes accidentales,Datos definitivos
330,2017,Hombre,(50 a 54),abril,domingo,Cundinamarca,Mosquera,Violenta - Muertes accidentales,Datos definitivos
331,2017,Hombre,(00 a 04),abril,miércoles,Cundinamarca,Facatativá,Violenta - Muertes accidentales,Datos definitivos
332,2017,Mujer,(80 y más),febrero,viernes,Caquetá,Valparaíso,Violenta - Muertes accidentales,Datos definitivos
333,2017,Hombre,(25 a 29),febrero,domingo,Caquetá,Florencia,Violenta - Muertes accidentales,Datos definitivos
334,2017,Hombre,(55 a 59),febrero,viernes,Caquetá,Florencia,Violenta - Muertes accidentales,Datos definitivos
335,2017,Hombre,(40 a 44),abril,viernes,Caquetá,Florencia,Violenta - Muertes accidentales,Datos definitivos
336,2017,Hombre,(20 a 24),abril,sábado,Caquetá,Florencia,Violenta - Muertes accidentales,Datos definitivos
337,2017,Hombre,(05 a 09),febrero,lunes,Caquetá,Puerto Rico,Violenta - Muertes accidentales,Datos definitivos
338,2017,Hombre,(35 a 39),marzo,viernes,Caquetá,Puerto Rico,Violenta - Muertes accidentales,Datos definitivos
339,2017,Hombre,(45 a 49),febrero,domingo,La Guajira,Fonseca,Violenta - Muertes accidentales,Datos definitivos
340,2017,Hombre,(18 a 19),marzo,jueves,Magdalena,Pivijay,Violenta - Muertes accidentales,Datos definitivos
341,2017,Hombre,(55 a 59),abril,martes,Cundinamarca,Arbeláez,Violenta - Muertes accidentales,Datos definitivos
342,2017,Hombre,(60 a 64),febrero,martes,Boyacá,Chivor,Violenta - Muertes accidentales,Datos definitivos
343,2017,Hombre,(20 a 24),enero,viernes,Huila,Garzón,Violenta - Muertes accidentales,Datos definitivos
344,2017,Hombre,(20 a 24),enero,viernes,Huila,Garzón,Violenta - Muertes accidentales,Datos definitivos
345,2017,Hombre,(30 a 34),febrero,jueves,Huila,Garzón,Violenta - Muertes accidentales,Datos definitivos
346,2017,Hombre,(40 a 44),abril,domingo,Huila,Garzón,Violenta - Muertes accidentales,Datos definitivos
347,2017,Hombre,(70 a 74),abril,martes,Huila,Gigante,Violenta - Muertes accidentales,Datos definitivos
348,2017,Hombre,(35 a 39),abril,sábado,Huila,Suaza,Violenta - Muertes accidentales,Datos definitivos
349,2017,Mujer,(80 y más),marzo,jueves,Antioquia,Giraldo,Violenta - Muertes accidentales,Datos definitivos
350,2017,Hombre,(75 a 79),enero,domingo,Cundinamarca,Girardot,Violenta - Muertes accidentales,Datos definitivos
351,2017,Hombre,(18 a 19),enero,sábado,Cundinamarca,Nariño,Violenta - Muertes accidentales,Datos definitivos
352,2017,Mujer,(80 y más),febrero,domingo,Cundinamarca,Tocaima,Violenta - Muertes accidentales,Datos definitivos
353,2017,Hombre,(55 a 59),marzo,martes,Tolima,Melgar,Violenta - Muertes accidentales,Datos definitivos
354,2017,Hombre,(20 a 24),marzo,domingo,Tolima,Melgar,Violenta - Muertes accidentales,Datos definitivos
355,2017,Hombre,(25 a 29),marzo,sábado,Cundinamarca,Girardot,Violenta - Muertes accidentales,Datos definitivos
356,2017,Hombre,(45 a 49),marzo,lunes,Cundinamarca,Beltrán,Violenta - Muertes accidentales,Datos definitivos
357,2017,Hombre,(40 a 44),marzo,lunes,Meta,Fuente de Oro,Violenta - Muertes accidentales,Datos definitivos
358,2017,Hombre,(20 a 24),enero,miércoles,Meta,Granada,Violenta - Muertes accidentales,Datos definitivos
359,2017,Hombre,(35 a 39),abril,martes,Meta,Mesetas,Violenta - Muertes accidentales,Datos definitivos
360,2017,Hombre,(15 a 17),enero,jueves,Meta,Lejanías,Violenta - Muertes accidentales,Datos definitivos
361,2017,Hombre,(25 a 29),febrero,jueves,Meta,Lejanías,Violenta - Muertes accidentales,Datos definitivos
362,2017,Hombre,(80 y más),marzo,domingo,Antioquia,Granada,Violenta - Muertes accidentales,Datos definitivos
363,2017,Hombre,(20 a 24),marzo,lunes,Antioquia,Guatapé,Violenta - Muertes accidentales,Datos definitivos
364,2017,Hombre,(15 a 17),enero,viernes,Cundinamarca,Puerto Salgar,Violenta - Muertes accidentales,Datos definitivos
365,2017,Hombre,(70 a 74),febrero,sábado,Cundinamarca,Puerto Salgar,Violenta - Muertes accidentales,Datos definitivos
366,2017,Hombre,(35 a 39),enero,sábado,Tolima,Honda,Violenta - Muertes accidentales,Datos definitivos
367,2017,Hombre,(30 a 34),marzo,lunes,Tolima,Honda,Violenta - Muertes accidentales,Datos definitivos
368,2017,Hombre,(30 a 34),abril,jueves,Tolima,Honda,Violenta - Muertes accidentales,Datos definitivos
369,2017,Hombre,(35 a 39),abril,domingo,Caldas,La Dorada,Violenta - Muertes accidentales,Datos definitivos
370,2017,Hombre,(20 a 24),abril,domingo,Cundinamarca,Puerto Salgar,Violenta - Muertes accidentales,Datos definitivos
371,2017,Hombre,(00 a 04),enero,jueves,Tolima,Lérida,Violenta - Muertes accidentales,Datos definitivos
372,2017,Hombre,(35 a 39),enero,domingo,Tolima,Natagaima,Violenta - Muertes accidentales,Datos definitivos
373,2017,Hombre,(15 a 17),enero,sábado,Tolima,Coello,Violenta - Muertes accidentales,Datos definitivos
374,2017,Hombre,(70 a 74),enero,lunes,Tolima,Cajamarca,Violenta - Muertes accidentales,Datos definitivos
375,2017,Hombre,(50 a 54),enero,domingo,Tolima,Piedras,Violenta - Muertes accidentales,Datos definitivos
376,2017,Hombre,(60 a 64),enero,lunes,Tolima,Ibagué,Violenta - Muertes accidentales,Datos definitivos
377,2017,Mujer,(60 a 64),enero,domingo,Tolima,Casabianca,Violenta - Muertes accidentales,Datos definitivos
378,2017,Hombre,(80 y más),febrero,lunes,Tolima,Ibagué,Violenta - Muertes accidentales,Datos definitivos
379,2017,Hombre,(65 a 69),febrero,martes,Tolima,Villarrica,Violenta - Muertes accidentales,Datos definitivos
380,2017,Hombre,(20 a 24),marzo,sábado,Tolima,Ibagué,Violenta - Muertes accidentales,Datos definitivos
381,2017,Hombre,(40 a 44),marzo,miércoles,Tolima,Espinal,Violenta - Muertes accidentales,Datos definitivos
382,2017,Hombre,(20 a 24),marzo,sábado,Tolima,Ibagué,Violenta - Muertes accidentales,Datos definitivos
383,2017,Hombre,(50 a 54),marzo,domingo,Tolima,Ibagué,Violenta - Muertes accidentales,Datos definitivos
384,2017,Hombre,(65 a 69),marzo,martes,Tolima,Ibagué,Violenta - Muertes accidentales,Datos definitivos
385,2017,Hombre,(75 a 79),marzo,domingo,Tolima,Ibagué,Violenta - Muertes accidentales,Datos definitivos
386,2017,Hombre,(30 a 34),abril,sábado,Tolima,Ibagué,Violenta - Muertes accidentales,Datos definitivos
387,2017,Hombre,(45 a 49),abril,sábado,Tolima,Ibagué,Violenta - Muertes accidentales,Datos definitivos
388,2017,Hombre,(80 y más),abril,domingo,Tolima,Ibagué,Violenta - Muertes accidentales,Datos definitivos
389,2017,Hombre,(30 a 34),febrero,viernes,Tolima,Chaparral,Violenta - Muertes accidentales,Datos definitivos
390,2017,Hombre,(70 a 74),abril,viernes,Tolima,Ibagué,Violenta - Muertes accidentales,Datos definitivos
391,2017,Hombre,(20 a 24),abril,sábado,Tolima,Coyaima,Violenta - Muertes accidentales,Datos definitivos
392,2017,Hombre,(55 a 59),abril,jueves,Tolima,Ibagué,Violenta - Muertes accidentales,Datos definitivos
393,2017,Hombre,(55 a 59),abril,lunes,Tolima,Ibagué,Violenta - Muertes accidentales,Datos definitivos
394,2017,Mujer,(40 a 44),abril,viernes,Tolima,Ibagué,Violenta - Muertes accidentales,Datos definitivos
395,2017,Hombre,(30 a 34),abril,viernes,Tolima,Ibagué,Violenta - Muertes accidentales,Datos definitivos
396,2017,Hombre,(70 a 74),enero,domingo,Tolima,Cajamarca,Violenta - Muertes accidentales,Datos definitivos
397,2017,Hombre,(50 a 54),febrero,lunes,Tolima,San Luis,Violenta - Muertes accidentales,Datos definitivos
398,2017,Hombre,(60 a 64),enero,lunes,Guaviare,El Retorno,Violenta - Muertes accidentales,Datos definitivos
399,2017,Hombre,(30 a 34),marzo,viernes,Guainía,Inírida,Violenta - Muertes accidentales,Datos definitivos
400,2017,Hombre,(60 a 64),enero,viernes,Nariño,Ipiales,Violenta - Muertes accidentales,Datos definitivos
401,2017,Hombre,(35 a 39),febrero,martes,Nariño,Córdoba,Violenta - Muertes accidentales,Datos definitivos
402,2017,Hombre,(80 y más),febrero,domingo,Nariño,Ipiales,Violenta - Muertes accidentales,Datos definitivos
403,2017,Hombre,(65 a 69),febrero,viernes,Nariño,Ipiales,Violenta - Muertes accidentales,Datos definitivos
404,2017,Hombre,(30 a 34),marzo,jueves,Nariño,Ipiales,Violenta - Muertes accidentales,Datos definitivos
